sort_record,match_pfg_nom,dupe,spelling_issue,pfg,source
1623,Callitriche umbonata,1,NA,ATl,MC_oneTrueList
1624,Callitris columellaris ,,NA,Tdr,MC_oneTrueList
5103,Callitris endlicheri,,NA,Tdr,Bowen_Phd
5104,Callitris glaucophylla,,NA,Tdr,Bowen_Phd
1625,Callitris glaucophylla,1,NA,Tdr,MC_oneTrueList
1626,Callitris preissii,,NA,Tdr,MC_oneTrueList
1627,Calocephalus citreus,,NA,Tdr,MC_oneTrueList
1628,Calocephalus platycephalus,,NA,Tdr,MC_oneTrueList
5105,Calocephalus sonderi,,NA,Tda,Bowen_Phd
700,Calocephalus sonderi,1,NA,Tdr,Campbell et al 2014
5708,Calocephalus sonderi,1,NA,Tdr,Campbell_RC
1629,Calocephalus sonderi,1,NA,Tda,MC_oneTrueList
701,Calocephalus sp.,,NA,Tdr,Campbell et al 2014
5709,Calocephalus sp.,1,NA,Tdr,Campbell_RC
1630,Calocephalus sp.,1,NA,Tda,MC_oneTrueList
4169,Calochilus robertsonii,,NA,Tdr,JN_MLR_list
1631,Calochilus robertsonii,1,NA,Tdr,MC_oneTrueList
5106,Calostemma purpureum,,NA,Tdr,Bowen_Phd
702,Calostemma purpureum,1,NA,Tda,Campbell et al 2014
5710,Calostemma purpureum,1,NA,Tdr,Campbell_RC
188,Calostemma purpureum,1,NA,Tdr,Ling et al 2019
1632,Calostemma purpureum,1,NA,Tdr,MC_oneTrueList
1633,Calothamnus lateralis,,NA,ATw,MC_oneTrueList
189,Calotis anthemoides,,NA,Tda,Ling et al 2019
703,Calotis cuneifolia,,NA,Tdr,Campbell et al 2014
5711,Calotis cuneifolia,1,NA,Tdr,Campbell_RC
4170,Calotis cuneifolia,1,NA,Tda,JN_MLR_list
1634,Calotis cuneifolia,1,NA,Tda,MC_oneTrueList
704,Calotis erinacea,,NA,Tdr,Campbell et al 2014
5712,Calotis erinacea,1,NA,Tdr,Campbell_RC
1635,Calotis erinacea,1,NA,Tdr,MC_oneTrueList
5107,Calotis hispidula,,NA,Tda,Bowen_Phd
705,Calotis hispidula,1,NA,Tdr,Campbell et al 2014
5713,Calotis hispidula,1,NA,Tdr,Campbell_RC
1636,Calotis hispidula,1,NA,Tda,MC_oneTrueList
1018,Calotis hispidula,1,NA,Tdr,Price et al 2010
1637,Calotis inermis,,NA,Tdr,MC_oneTrueList
5108,Calotis lappulacea,,NA,Tdr,Bowen_Phd
4171,Calotis plumulifera,,NA,Tda,JN_MLR_list
190,Calotis plumulifera,1,NA,Tdr,Ling et al 2019
1638,Calotis plumulifera,1,NA,Tdr,MC_oneTrueList
4172,Calotis porphyroglossa,,NA,Tda,JN_MLR_list
1639,Calotis porphyroglossa,1,NA,Tdr,MC_oneTrueList
5109,Calotis scabiosifolia,,NA,Tdr,Bowen_Phd
5110,Calotis scabiosifolia var. scabiosifolia,,NA,Tdr,Bowen_Phd
5714,Calotis scabiosifolia var. scabiosifolia,1,NA,Tda,Campbell_RC
1640,Calotis scabiosifolia var. scabiosifolia,1,NA,Tdr,MC_oneTrueList
5111,Calotis scapigera,,NA,Tdr,Bowen_Phd
706,Calotis scapigera,1,NA,Tdr,Campbell et al 2014
5715,Calotis scapigera,1,NA,Tda,Campbell_RC
4173,Calotis scapigera,1,NA,Tda,JN_MLR_list
191,Calotis scapigera,1,NA,Tdr,Ling et al 2019
924,Calotis scapigera,1,NA,Tdr,Mason et al 2022
1641,Calotis scapigera,1,NA,Tdr,MC_oneTrueList
5112,Calotis sp.,,NA,Tdr,Bowen_Phd
707,Calotis sp.,1,NA,Tdr,Campbell et al 2014
1642,Calotis sp.,1,NA,Tdr,MC_oneTrueList
1643,Calotis sp. 1,,NA,ATe,MC_oneTrueList
5716,Calystegia sepium,,NA,ATe,Campbell_RC
4174,Calystegia sepium,1,NA,ATe,JN_MLR_list
4175,Calystegia sepium,1,NA,ATe,JN_MLR_list
1644,Calystegia sepium,1,NA,Tdr,MC_oneTrueList
1645,Calytrix fraseri,,NA,Tdr,MC_oneTrueList
1646,Calytrix glaberrima,,NA,Tdr,MC_oneTrueList
4176,Calytrix tetragona,,NA,Tdr,JN_MLR_list
1647,Calytrix tetragona,1,NA,Tdr,MC_oneTrueList
1648,Campylopus introflexus,,NA,Tda,MC_oneTrueList
1649,Canavalia rosea,,NA,Tda,MC_oneTrueList
5113,Capparis lasiantha,,NA,Tdr,Bowen_Phd
5114,Capparis mitchellii,,NA,ATe,Bowen_Phd
1650,Capparis mitchellii,1,NA,ATe,MC_oneTrueList
5115,Capsella bursa-pastoris,,NA,Tdr,Bowen_Phd
5717,Capsella bursa-pastoris,1,NA,Tdr,Campbell_RC
1651,Capsella bursa-pastoris,1,NA,Tdr,MC_oneTrueList
1022,Capsella bursa-pastoris,1,NA,Tdr,Price et al 2010
1057,Caramine pensylvanica,,NA,AT,Leck & Brock 2000
5718,Cardamine moirensis,,NA,Tda,Campbell_RC
1652,Cardamine moirensis ,,NA,ATe,MC_oneTrueList
5719,Cardamine paucijuga,,NA,ATe,Campbell_RC
1653,Cardamine paucijuga,1,NA,ATe,MC_oneTrueList
4177,Cardamine tenuifolia,,NA,Tda,JN_MLR_list
5720,Carduus sp.,,NA,Tdr,Campbell_RC
18,Carduus tenuiflorus,,NA,Tdr,Deane et al 2017
4178,Carduus tenuiflorus,1,NA,Tdr,JN_MLR_list
1654,Carduus tenuiflorus,1,NA,Tda,MC_oneTrueList
5116,Carex appressa,,NA,ATe,Bowen_Phd
580,Carex appressa,1,NA,ATe,Casanova & Powling 2014
4179,Carex appressa,1,NA,ATe,JN_MLR_list
192,Carex appressa,1,NA,ATe,Ling et al 2019
1655,Carex appressa,1,NA,ATe,MC_oneTrueList
581,Carex bichenoviana,,NA,ATe,Casanova & Powling 2014
193,Carex bichenoviana,1,NA,ATe,Ling et al 2019
1656,Carex bichenoviana,1,NA,ATe,MC_oneTrueList
1657,Carex blakei,,NA,Tdr,MC_oneTrueList
4180,Carex breviculmis,,NA,ATl,JN_MLR_list
1658,Carex breviculmis,1,NA,ATe,MC_oneTrueList
1659,Carex capillacea ,,NA,ATe,MC_oneTrueList
4181,Carex divisa,,NA,ATe,JN_MLR_list
1660,Carex divisa,1,NA,ATe,MC_oneTrueList
1661,Carex echinata,,NA,ATe,MC_oneTrueList
5721,Carex fascicularis,,NA,ATe,Campbell_RC
19,Carex fascicularis,1,NA,ATe,Deane et al 2017
4182,Carex fascicularis,1,NA,ATe,JN_MLR_list
194,Carex fascicularis,1,NA,ATe,Ling et al 2019
1662,Carex fascicularis,1,NA,ATe,MC_oneTrueList
5722,Carex gaudichaudiana,,NA,ATe,Campbell_RC
4183,Carex gaudichaudiana,1,NA,ATe,JN_MLR_list
1061,Carex gaudichaudiana,1,NA,AT,Leck & Brock 2000
195,Carex gaudichaudiana,1,NA,ATe,Ling et al 2019
1663,Carex gaudichaudiana,1,NA,ATe,MC_oneTrueList
4184,Carex gunniana,,NA,ATe,JN_MLR_list
1664,Carex gunniana,1,NA,ATe,MC_oneTrueList
1665,Carex incomitata,,NA,ATe,MC_oneTrueList
5117,Carex inversa,,NA,Tda,Bowen_Phd
5723,Carex inversa,1,NA,Tda,Campbell_RC
4185,Carex inversa,1,NA,Tda,JN_MLR_list
1666,Carex inversa,1,NA,Tda,MC_oneTrueList
196,Carex iynx,,NA,Tda,Ling et al 2019
1667,Carex jackiana,,NA,Tda,MC_oneTrueList
197,Carex klaphakei,,NA,ATe,Ling et al 2019
198,Carex lobolepis,,NA,ATe,Ling et al 2019
1668,Carex lobolepis,1,NA,ATe,MC_oneTrueList
1669,Carex longebrachiata,,NA,ATe,MC_oneTrueList
1062,Carex lurida,,NA,T,Leck & Brock 2000
1670,Carex polyantha,,NA,Ate,MC_oneTrueList
1671,Carex pumila,,NA,Tdr,MC_oneTrueList
1063,Carex scoparia,,NA,T,Leck & Brock 2000
5118,Carex sp.,,NA,ATe,Bowen_Phd
1150,Carex sp.,1,NA,ATe,Brock & Casanova 2000
4186,Carex sp.,1,NA,ATe,JN_MLR_list
6348,Carex sp.,1,NA,ATe,Johns et al 2015
1672,Carex sp.,1,NA,ATe,MC_oneTrueList
1064,Carex stipata,,NA,T,Leck & Brock 2000
5724,Carex tereticaulis,,NA,ATe,Campbell_RC
20,Carex tereticaulis,1,NA,Tda,Deane et al 2017
4187,Carex tereticaulis,1,NA,Tda,JN_MLR_list
199,Carex tereticaulis,1,NA,ATe,Ling et al 2019
1673,Carex tereticaulis,1,NA,ATe,MC_oneTrueList
1065,Carex tribuloides,,NA,T,Leck & Brock 2000
1674,Carpobrotus edulis,,NA,Tdr,MC_oneTrueList
4188,Carpobrotus modestus,,NA,Tdr,JN_MLR_list
5725,Carpobrotus rossii,,NA,Tdr,Campbell_RC
4189,Carpobrotus rossii,1,NA,Tdr,JN_MLR_list
1675,Carpobrotus rossii,1,NA,Tdr,MC_oneTrueList
5726,Carpobrotus sp.,,NA,Tdr,Campbell_RC
5727,Carrichtera annua,,NA,Tdr,Campbell_RC
1676,Carrichtera annua,1,NA,Tdr,MC_oneTrueList
5119,Carthamus lanatus,,NA,Tdr,Bowen_Phd
5728,Carthamus lanatus,1,NA,Tdr,Campbell_RC
1677,Carthamus lanatus,1,NA,Tdr,MC_oneTrueList
5729,Carthamus sp.,,NA,Tdr,Campbell_RC
1678,Carthamus sp.,1,NA,Tdr,MC_oneTrueList
5730,Cassinia arcuata,,NA,Tdr,Campbell_RC
1679,Cassinia arcuata,1,NA,Tdr,MC_oneTrueList
1680,Cassytha glabella,,NA,Tdr,MC_oneTrueList
4190,Cassytha glabella f. dispar,,NA,Tdr,JN_MLR_list
1681,Cassytha glabella f. dispar,1,NA,Tdr,MC_oneTrueList
5120,Cassytha melantha,,NA,Tdr,Bowen_Phd
4191,Cassytha melantha,1,NA,Tdr,JN_MLR_list
1682,Cassytha melantha,1,NA,Tdr,MC_oneTrueList
4192,Cassytha pubescens,,NA,Tdr,JN_MLR_list
1683,Cassytha pubescens,1,NA,Tdr,MC_oneTrueList
1684,Cassytha racemosa,,NA,Tdr,MC_oneTrueList
5121,Cassytha sp.,,NA,Tdr,Bowen_Phd
4193,Cassytha sp.,1,NA,Tdr,JN_MLR_list
1685,Cassytha sp.,1,NA,Tdr,MC_oneTrueList
5122,Casuarina cristata,,NA,Tdr,Bowen_Phd
1686,Casuarina cristata,1,NA,Tdr,MC_oneTrueList
200,Casuarina cunninghamiana,,NA,ATw,Ling et al 2019
1687,Casuarina equisetifolia,,NA,ATe,MC_oneTrueList
1688,Casuarina glauca,,NA,ATw,MC_oneTrueList
5123,Casuarina pauper,,NA,Tdr,Bowen_Phd
1689,Casuarina pauper,1,NA,Tdr,MC_oneTrueList
1690,Caustis flexuosa,,NA,Tdr,MC_oneTrueList
1691,Cayratia clematidea,,NA,Tda,MC_oneTrueList
1692,Celmisia alpina,,NA,ATe,MC_oneTrueList
6349,Celmisia longifolia,,NA,ATe,Johns et al 2015
1693,Celmisia paludosa,,NA,ATe,MC_oneTrueList
1694,Celmisia pugioniformis,,NA,ATe,MC_oneTrueList
1695,Celmisia pulchella,,NA,Tda,MC_oneTrueList
1696,Celmisia sp.,,NA,Tda,MC_oneTrueList
1697,Celmisia tomentella,,NA,Tda,MC_oneTrueList
5124,Cenchrus ciliaris,,NA,Tda,Bowen_Phd
1698,Cenchrus ciliaris,1,NA,Tdr,MC_oneTrueList
1699,Cenchrus clandestinus,,NA,Tdr,MC_oneTrueList
1700,Cenchrus longisetus,,NA,Tdr,MC_oneTrueList
201,Cenchrus purpurascens,,NA,Tda,Ling et al 2019
1701,Cenchrus purpurascens,1,NA,Tdr,MC_oneTrueList
1702,Cenchrus purpureus,,NA,Tda,MC_oneTrueList
1703,Cenchrus setaceus,,NA,Tdr,MC_oneTrueList
1704,Cenchrus sp.,,NA,Tdr,MC_oneTrueList
1705,Cenchrus spinifex,,NA,Tdr,MC_oneTrueList
1043,Centarium spicatum,,NA,T,Leck & Brock 2000
5731,Centaurea calcitrapa,,NA,Tdr,Campbell_RC
4194,Centaurea calcitrapa,1,NA,Tda,JN_MLR_list
1706,Centaurea calcitrapa,1,NA,Tda,MC_oneTrueList
5125,Centaurea melitensis,,NA,Tdr,Bowen_Phd
5732,Centaurea melitensis,1,NA,Tdr,Campbell_RC
925,Centaurea melitensis,1,NA,Tda,Mason et al 2022
1707,Centaurea melitensis,1,NA,Tda,MC_oneTrueList
5126,Centaurea solstitialis,,NA,Tdr,Bowen_Phd
5733,Centaurea solstitialis,1,NA,Tdr,Campbell_RC
5734,Centaurea sp.,,NA,Tdr,Campbell_RC
1151,Centaurium erythraea,,NA,Tda,Brock & Casanova 2000
5735,Centaurium erythraea,1,NA,Tdr,Campbell_RC
4195,Centaurium erythraea,1,NA,Tda,JN_MLR_list
6350,Centaurium erythraea,1,NA,Tda,Johns et al 2015
1708,Centaurium erythraea,1,NA,Tda,MC_oneTrueList
708,Centaurium sp.,,NA,Tdr,Campbell et al 2014
5736,Centaurium sp.,1,NA,Tdr,Campbell_RC
1709,Centaurium sp.,1,NA,Tda,MC_oneTrueList
582,Centaurium spicatum,,NA,Tdr,Casanova & Powling 2014
1710,Centaurium spicatum,1,NA,Tda,MC_oneTrueList
5127,Centaurium tenuiflorum,,NA,Tdr,Bowen_Phd
5737,Centaurium tenuiflorum,1,NA,Tdr,Campbell_RC
1711,Centaurium tenuiflorum,1,NA,Tdr,MC_oneTrueList
4196,Centella asiatica,,NA,ARp,JN_MLR_list
6351,Centella asiatica,1,NA,Tda,Johns et al 2015
202,Centella asiatica,1,NA,ARp,Ling et al 2019
1712,Centella asiatica,1,NA,ARp,MC_oneTrueList
5738,Centella cordifolia,,NA,Tda,Campbell_RC
4197,Centella cordifolia,1,NA,ATe,JN_MLR_list
1713,Centella cordifolia,1,NA,Tda,MC_oneTrueList
4198,Centella sp.,,NA,ATe,JN_MLR_list
203,Centipeda crateriformis,,NA,Tda,Ling et al 2019
1714,Centipeda crateriformis subsp. compacta,,NA,Tda,MC_oneTrueList
5128,Centipeda cunninghamii,,NA,Tda,Bowen_Phd
709,Centipeda cunninghamii,1,NA,ATl,Campbell et al 2014
5739,Centipeda cunninghamii,1,NA,ATl,Campbell_RC
204,Centipeda cunninghamii,1,NA,ATl,Ling et al 2019
1715,Centipeda cunninghamii,1,NA,ATl,MC_oneTrueList
1152,Centipeda minima,,NA,ATl,Brock & Casanova 2000
4199,Centipeda minima,1,NA,ATl,JN_MLR_list
6352,Centipeda minima,1,NA,ATl,Johns et al 2015
1044,Centipeda minima,1,NA,AT,Leck & Brock 2000
205,Centipeda minima,1,NA,ATl,Ling et al 2019
926,Centipeda minima,1,NA,ATl,Mason et al 2022
1716,Centipeda minima,1,NA,ATl,MC_oneTrueList
992,Centipeda minima,1,NA,AT,Price et al 2010
5129,Centipeda minima subsp. minima,,NA,Tda,Bowen_Phd
710,Centipeda minima subsp. minima,1,NA,ATl,Campbell et al 2014
5740,Centipeda minima subsp. minima,1,NA,ATl,Campbell_RC
1717,Centipeda minima subsp. minima,1,NA,ATl,MC_oneTrueList
711,Centipeda minima var. lanuginosa,,NA,ATl,Campbell et al 2014
5130,Centipeda pleiocephala,,NA,Tda,Bowen_Phd
5131,Centipeda sp.,,NA,Tda,Bowen_Phd
712,Centipeda sp.,1,NA,ATl,Campbell et al 2014
5741,Centipeda sp.,1,NA,ATl,Campbell_RC
206,Centipeda sp.,1,NA,Tda,Ling et al 2019
1718,Centipeda sp.,1,NA,Tda,MC_oneTrueList
5132,Centipeda thespidioides,,NA,Tda,Bowen_Phd
207,Centipeda thespidioides,1,NA,Tda,Ling et al 2019
1719,Centipeda thespidioides,1,NA,Tda,MC_oneTrueList
4200,Centrolepis aristata,,NA,Tdr,JN_MLR_list
1720,Centrolepis aristata,1,NA,ATl,MC_oneTrueList
1721,Centrolepis cephaliformis,,NA,Tda,MC_oneTrueList
1722,Centrolepis eremica,,NA,Tda,MC_oneTrueList
4201,Centrolepis fascicularis,,NA,ATl,JN_MLR_list
1723,Centrolepis fascicularis,1,NA,Tdr,MC_oneTrueList
583,Centrolepis glabra,,NA,Tda,Casanova & Powling 2014
1724,Centrolepis glabra,1,NA,Tda,MC_oneTrueList
1725,Centrolepis polygyna,,NA,Tdr,MC_oneTrueList
4202,Centrolepis sp.,,NA,Tdr,JN_MLR_list
1726,Centrolepis sp.,1,NA,Tdr,MC_oneTrueList
1727,Centrolepis strigosa,,NA,Tdr,MC_oneTrueList
4203,Centrolepis strigosa subsp. strigosa,,NA,Tdr,JN_MLR_list
4204,Cerastium balearicum,,NA,Tdr,JN_MLR_list
1728,Cerastium balearicum,1,NA,Sk,MC_oneTrueList
5742,Cerastium glomeratum,,NA,Tdr,Campbell_RC
4205,Cerastium glomeratum,1,NA,Tdr,JN_MLR_list
1729,Cerastium glomeratum,1,NA,Tda,MC_oneTrueList
5743,Cerastium semidecandrum,,NA,Tdr,Campbell_RC
1730,Cerastium vulgare,,NA,Tdr,MC_oneTrueList
5744,Ceratophyllum demersum,,NA,S,Campbell_RC
528,Ceratophyllum demersum,1,NA,Sk,Casanova 2011
21,Ceratophyllum demersum,1,NA,Sk,Deane et al 2017
4206,Ceratophyllum demersum,1,NA,Sk,JN_MLR_list
1731,Ceratophyllum demersum,1,NA,Sk,MC_oneTrueList
4207,Chamaescilla corymbosa var. corymbosa,,NA,Tda,JN_MLR_list
1732,Chamaescilla corymbosa var. corymbosa,1,NA,Tda,MC_oneTrueList
5133,Chamaesyce dallachyana,,NA,Tda,Bowen_Phd
208,Chamaesyce dallachyana,1,NA,Tda,Ling et al 2019
1733,Chamaesyce dallachyana,1,NA,Tda,MC_oneTrueList
5134,Chamaesyce drummondii,,NA,Tdr,Bowen_Phd
713,Chamaesyce drummondii,1,NA,Tdr,Campbell et al 2014
5745,Chamaesyce drummondii,1,NA,Tdr,Campbell_RC
1734,Chamaesyce drummondii,1,NA,Tdr,MC_oneTrueList
1024,Chamaesyce drummondii,1,NA,Tdr,Price et al 2010
5135,Chamaesyce sp.,,NA,Tdr,Bowen_Phd
1735,Chara australis,,NA,Sk,MC_oneTrueList
1736,Chara braunii,,NA,Sr,MC_oneTrueList
1737,Chara contraria var. australis,,NA,sk,MC_oneTrueList
533,Chara contraria var. behriana,,NA,Sr,Casanova 2011
1738,Chara contraria var. behriana,1,NA,sk,MC_oneTrueList
532,Chara contraria var. gymnophylla,,NA,Sr,Casanova 2011
1739,Chara contraria var. nov,,NA,sk,MC_oneTrueList
1153,Chara fibrosa,,NA,S,Brock & Casanova 2000
5746,Chara fibrosa,1,NA,S,Campbell_RC
535,Chara fibrosa,1,NA,Sr,Casanova 2011
1740,Chara fibrosa,1,NA,Sr,MC_oneTrueList
530,Chara globularis,,NA,Sr,Casanova 2011
1741,Chara globularis,1,NA,sk,MC_oneTrueList
1742,Chara globularis var. virgata,,NA,sk,MC_oneTrueList
584,Chara gymnopitys,,NA,Sr,Casanova & Powling 2014
1743,Chara gymnopitys,1,NA,Sr,MC_oneTrueList
1744,Chara leptopitys,,NA,Sr,MC_oneTrueList
1154,Chara muelleri,,NA,S,Brock & Casanova 2000
585,Chara muelleri,1,NA,Sr,Casanova & Powling 2014
536,Chara muelleri,1,NA,Sr,Casanova 2011
1745,Chara muelleri,1,NA,Sr,MC_oneTrueList
1746,Chara preissii ,,NA,Sr,MC_oneTrueList
5136,Chara sp.,,NA,Sr,Bowen_Phd
5747,Chara sp.,1,NA,S,Campbell_RC
22,Chara sp.,1,NA,Sr,Deane et al 2017
23,Chara sp.,1,NA,Sr,Deane et al 2017
24,Chara sp.,1,NA,Sr,Deane et al 2017
4208,Chara sp.,1,NA,Sr,JN_MLR_list
1747,Chara sp.,1,NA,Sr,MC_oneTrueList
586,Chara sp. aff. muelleri,,NA,Sr,Casanova & Powling 2014
1748,Chara sp. aff. muelleri ,,NA,Sr,MC_oneTrueList
1749,Chara tylacantha,,NA,Sk,MC_oneTrueList
531,Chara virgata,,NA,Sr,Casanova 2011
534,Chara vulgaris,,NA,Sk,Casanova 2011
5748,Characeae,,NA,S,Campbell_RC
714,Charophyceae,,NA,S,Campbell et al 2014
4209,Cheilanthes austrotenuifolia,,NA,Tdr,JN_MLR_list
1750,Cheilanthes austrotenuifolia,1,NA,Tdr,MC_oneTrueList
1751,Cheilanthes sieberi,,NA,Tdr,MC_oneTrueList
715,Chenopodiaceae,,NA,Tdr,Campbell et al 2014
5137,Chenopodium album,,NA,Tdr,Bowen_Phd
5749,Chenopodium album,1,NA,Tdr,Campbell_RC
25,Chenopodium album,1,NA,Tdr,Deane et al 2017
1752,Chenopodium album,1,NA,Tdr,MC_oneTrueList
5138,Chenopodium ambrosioides,,NA,Tdr,Bowen_Phd
5139,Chenopodium auricomiforme,,NA,Tdr,Bowen_Phd
4210,Chenopodium auricomum,,NA,Tdr,JN_MLR_list
209,Chenopodium auricomum,1,NA,Tda,Ling et al 2019
1753,Chenopodium auricomum,1,NA,Tdr,MC_oneTrueList
716,Chenopodium cristatum,,NA,Tdr,Campbell et al 2014
5750,Chenopodium cristatum,1,NA,Tdr,Campbell_RC
1754,Chenopodium curvispicatum ,,NA,Tdr,MC_oneTrueList
5140,Chenopodium desertorum,,NA,Tdr,Bowen_Phd
5751,Chenopodium desertorum,1,NA,Tdr,Campbell_RC
717,Chenopodium desertorum subsp. desertorum,,NA,Tdr,Campbell et al 2014
1755,Chenopodium desertorum subsp. desertorum,1,NA,Tdr,MC_oneTrueList
1756,Chenopodium desertorum var. microphyllum,,NA,Tdr,MC_oneTrueList
5752,Chenopodium glaucum,,NA,Tdr,Campbell_RC
26,Chenopodium glaucum,1,NA,Tda,Deane et al 2017
27,Chenopodium glaucum,1,NA,Tda,Deane et al 2017
4211,Chenopodium glaucum,1,NA,Tda,JN_MLR_list
1757,Chenopodium glaucum,1,NA,Tdr,MC_oneTrueList
1758,Chenopodium macrospermum,,NA,Tda,MC_oneTrueList
5141,Chenopodium melanocarpum,,NA,Tdr,Bowen_Phd
718,Chenopodium melanocarpum,1,NA,Tdr,Campbell et al 2014
5753,Chenopodium melanocarpum,1,NA,Tdr,Campbell_RC
5142,Chenopodium murale,,NA,Tdr,Bowen_Phd
5754,Chenopodium murale,1,NA,Tdr,Campbell_RC
1759,Chenopodium murale,1,NA,Tdr,MC_oneTrueList
5143,Chenopodium nitrariaceum,,NA,Tdr,Bowen_Phd
719,Chenopodium nitrariaceum,1,NA,Tda,Campbell et al 2014
5755,Chenopodium nitrariaceum,1,NA,ATw,Campbell_RC
4212,Chenopodium nitrariaceum,1,NA,Tdr,JN_MLR_list
210,Chenopodium nitrariaceum,1,NA,Tda,Ling et al 2019
1760,Chenopodium nitrariaceum,1,NA,Tdr,MC_oneTrueList
5144,Chenopodium pumilio,,NA,Tdr,Bowen_Phd
1155,Chenopodium pumilio,1,NA,Tdr,Brock & Casanova 2000
720,Chenopodium pumilio,1,NA,Tdr,Campbell et al 2014
1015,Chenopodium pumilio,1,NA,Tdr,Price et al 2010
5145,Chenopodium sp.,,NA,Tdr,Bowen_Phd
721,Chenopodium sp.,1,NA,Tdr,Campbell et al 2014
1761,Chenopodium sp.,1,NA,Tdr,MC_oneTrueList
1762,Chilodia scutellarioides,,NA,Tda,MC_oneTrueList
1763,Chiloglottis diphylla,,NA,Tda,MC_oneTrueList
1764,Chiloglottis pluricallata,,NA,Tdr,MC_oneTrueList
1765,Chionogentias cunninghamii,,NA,Tdr,MC_oneTrueList
1766,Chionogentias diemensis,,NA,Tdr,MC_oneTrueList
1767,Chionogentias sp.,,NA,Tdr,MC_oneTrueList
1768,Chloris divaricata,,NA,Tdr,MC_oneTrueList
5146,Chloris divaricata var. divaricata,,NA,Tda,Bowen_Phd
5147,Chloris gayana,,NA,Tdr,Bowen_Phd
1769,Chloris gayana,1,NA,Tdr,MC_oneTrueList
1770,Chloris pectinata,,NA,Tdr,MC_oneTrueList
5756,Chloris sp.,,NA,Tdr,Campbell_RC
1771,Chloris sp.,1,NA,Tdr,MC_oneTrueList
5148,Chloris truncata,,NA,Tdr,Bowen_Phd
5757,Chloris truncata,1,NA,Tdr,Campbell_RC
1772,Chloris truncata,1,NA,Tdr,MC_oneTrueList
5149,Chloris ventricosa,,NA,Tdr,Bowen_Phd
722,Chondrilla juncea,,NA,Tdr,Campbell et al 2014
5758,Chondrilla juncea,1,NA,Tdr,Campbell_RC
1773,Chondrilla juncea,1,NA,Tdr,MC_oneTrueList
1774,Chordifex microcodon ,,NA,ATe,MC_oneTrueList
1775,Chordifex sp.,,NA,ATe,MC_oneTrueList
1776,Choretrum candollei,,NA,Tdr,MC_oneTrueList
4213,Choretrum glomeratum,,NA,Tdr,JN_MLR_list
1777,Choretrum glomeratum var. glomeratum,,NA,Tdr,MC_oneTrueList
1778,Choretrum pauciflorum,,NA,Tdr,MC_oneTrueList
4214,Chorizandra australis,,NA,ATe,JN_MLR_list
1779,Chorizandra australis,1,NA,ATe,MC_oneTrueList
4215,Chorizandra enodis,,NA,ATe,JN_MLR_list
1780,Chorizandra enodis,1,NA,Tdr,MC_oneTrueList
1781,Chrysanthemoides monilifera,,NA,Tda,MC_oneTrueList
4216,Chrysanthemoides monilifera subsp. monilifera,,NA,Tdr,JN_MLR_list
5150,Chrysocephalum apiculatum,,NA,Tdr,Bowen_Phd
5759,Chrysocephalum apiculatum,1,NA,Tda,Campbell_RC
1782,Chrysocephalum apiculatum,1,NA,Tda,MC_oneTrueList
4217,Chrysocephalum baxteri,,NA,Tda,JN_MLR_list
1783,Chrysocephalum baxteri,1,NA,Tdr,MC_oneTrueList
5151,Chrysocephalum pterochaetum,,NA,Tdr,Bowen_Phd
1784,Chrysocephalum semipapposum,,NA,Tdr,MC_oneTrueList
1785,Chrysopogon fallax ,,NA,Tda,MC_oneTrueList
1786,Chrysopogon filipes,,NA,Tdr,MC_oneTrueList
1787,Chthonocephalus pseudevax,,NA,Tdr,MC_oneTrueList
4218,Cicendia filiformis,,NA,Tda,JN_MLR_list
1788,Cicendia filiformis,1,NA,Tdr,MC_oneTrueList
5152,Cichorium intybus,,NA,Tdr,Bowen_Phd
28,Cirsium sp.,,NA,Tdr,Deane et al 2017
4219,Cirsium sp.,1,NA,Tdr,JN_MLR_list
1789,Cirsium sp.,1,NA,Tdr,MC_oneTrueList
5153,Cirsium vulgare,,NA,Tdr,Bowen_Phd
1156,Cirsium vulgare,1,NA,Tdr,Brock & Casanova 2000
723,Cirsium vulgare,1,NA,Tdr,Campbell et al 2014
5760,Cirsium vulgare,1,NA,Tdr,Campbell_RC
587,Cirsium vulgare,1,NA,Tdr,Casanova & Powling 2014
29,Cirsium vulgare,1,NA,Tdr,Deane et al 2017
4220,Cirsium vulgare,1,NA,Tdr,JN_MLR_list
6353,Cirsium vulgare,1,NA,Tda,Johns et al 2015
1045,Cirsium vulgare,1,NA,T,Leck & Brock 2000
927,Cirsium vulgare,1,NA,Tdr,Mason et al 2022
1790,Cirsium vulgare,1,NA,Tdr,MC_oneTrueList
1019,Cirsium vulgare,1,NA,Tdr,Price et al 2010
5154,Citrullus lanatus,,NA,Tdr,Bowen_Phd
5761,Citrullus lanatus,1,NA,Tdr,Campbell_RC
1791,Citrullus lanatus,1,NA,Ate,MC_oneTrueList
5155,Citrullus lanatus var. lanatus,,NA,ATe,Bowen_Phd
5156,Citrus glauca,,NA,Tdr,Bowen_Phd
4221,Cladium procerum,,NA,Tda,JN_MLR_list
1792,Cladium procerum,1,NA,ATe,MC_oneTrueList
1793,Cladopus queenslandicus,,NA,Tdr,MC_oneTrueList
5762,Clematis microphylla,,NA,Tdr,Campbell_RC
4222,Clematis microphylla,1,NA,Tdr,JN_MLR_list
1794,Clematis microphylla var. microphylla,,NA,Tdr,MC_oneTrueList
